,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
28,4,0,0,3,1,0,moderate,True,LA,True,"Very Large, Bright Los Feliz One-Bedroom Apt.",1,100,90027,1,1
29,4,0,0,6,2,0,strict,True,LA,True,HOLLYWOOD SIGN VIEW LUXURY SUITE 2BR/2BTH/FREE PRK,30,89,90028,2,2
30,4,0,0,2,1,0,flexible,True,LA,True,Quaint Studio Apartment Near Hollywood,4,100,90027,0,1
31,4,1,1,2,1,0,flexible,True,DC,True,The Loft,6,100,20001,1,1
32,3,0,1,2,1,1,strict,True,NYC,True,"Close to the Subway, Super Quiet",19,87,11226,1,1
33,3,1,1,1,1,0,flexible,True,LA,True,Priv Room boarding Monrovia/Arcadia,5,80,91016,1,1
34,5,0,0,3,1,0,flexible,True,NYC,True,"Luxurious, bright West Village 1BR with Roofdeck",3,100,10014,1,1
35,4,4,0,6,1,0,strict,True,NYC,True,Eclectic Loft 20 min-> Union Sq! ,22,96,11237,1,6
36,5,0,1,1,1,0,flexible,False,SF,True,solo Mission get away,1,100,94110,1,1
37,4,1,1,4,1,0,strict,True,SF,True,Private room with attached private bathroom,31,93,94134,1,2
38,5,0,0,7,2,0,strict,True,LA,True,Huge 2BD/2 BATH. Apt. fully furnished in Burbank,6,84,91501,2,3
39,3,0,1,1,1,1,strict,True,NYC,True,Artist's room in the heart of chic Bed-Sty,4,95,11221,1,1
40,4,1,1,3,1,0,strict,True,DC,True,City Life with a Suburban Feel,1,80,20019,1,1
41,4,1,1,4,1,0,moderate,True,LA,True,Upscale Spanish Hacienda View Home,15,100,90027,1,3
42,4,0,0,2,1,0,strict,True,NYC,True,Cozy and Sunny Studio in UWS Manhattan,2,100,10025,0,1
43,4,4,1,2,1,0,strict,True,NYC,True,TRIBECA HISTORICAL LOFT BRIGHT ROOM,23,89,10013,1,1
44,4,0,1,2,1,0,strict,True,LA,True,Spacious bedroom in Studio City,28,99,91604,1,1
45,3,0,1,2,1,0,moderate,True,NYC,True,COMFY BED BEHIND A CURTAIN,7,94,10039,1,1
46,6,1,0,9,3,0,moderate,True,LA,True,Stunning Victorian in Silverlake,32,96,90026,4,4
47,4,0,1,2,1,0,flexible,False,NYC,True,1 large bedroom HARLEM/NYC/terrace/,144,96,10039,1,2
48,5,0,0,9,2,0,strict,True,Chicago,True,5 QUEEN BEDS / 2 FULL BATHS / SLEEPS 10! Suite 2/3,10,96,60614,2,5
49,4,0,0,3,1,0,strict,True,SF,True,Sun-Filled Apartment in  Mission !,16,94,94110,1,1
50,3,1,1,1,1,0,strict,True,DC,True,Spacious Private Room in D.C.,3,100,20002,1,1
51,4,0,0,2,1,0,strict,True,NYC,True,"COZY, Neat treat in the City!",38,88,10029.0,1,1
52,4,0,0,2,1,0,flexible,False,NYC,True,1 Bedroom Apartment on the Upper West Side,14,89,10025,1,2
53,4,0,1,1,1,0,strict,True,NYC,True,Beautiful private room!,7,93,11222,1,1
54,5,1,0,4,2,0,flexible,True,SF,True,Victorian /Modern Interior,9,100,94114,2,2
55,4,0,1,4,1,0,strict,False,NYC,True,BROWNSTONE TWO IN BROOKLYN in NYC,105,89,11221,1,2
56,5,1,0,10,2,0,strict,True,LA,True,WALK TO UNIVERSAL! + Pool/Hot Tub,59,96,91604,3,4
57,4,0,1,2,1,0,moderate,True,NYC,True,Quiet artist's brownstone near express A train,67,99,11233,1,1
58,4,0,0,3,1,0,moderate,False,DC,True,Charming One Bedroom Apartment in Glover Park,3,93,20007,1,1
59,5,1,0,3,1,0,moderate,True,LA,True,1897 Garden House- Steps to Caltech,10,98,91106,2,2
60,5,1,0,7,1,0,strict,True,LA,True,Unique and Trendy North Glendale Gem,3,100,91208,2,2
61,4,0,1,2,1,0,strict,True,NYC,True,Warm Railroad Flat in WaHi,13,94,10032,1,1
62,3,13,2,4,1,0,strict,True,NYC,True,Affordable place to stay,1,100,11223,1,4
63,5,0,0,6,1,0,moderate,False,SF,True,LUXURY BRAND NEW 2 STORY LOFT DWNT SF FREE PARKING,1,100,94103,1,3
64,3,1,1,3,1,0,strict,True,NYC,True,SPOTLESS  bedroom FREE PARKING separate entrance,18,100,11355,1,2
65,3,1,1,1,1,0,flexible,True,NYC,True,Vauluable Room,9,80,11220,1,1
66,5,0,0,4,2,0,strict,True,LA,True,2Bedroom Modern Apartment In Marina Del Rey,23,90,90292,2,4
67,4,0,1,2,1,0,strict,True,NYC,True,1 bd in 2bd steps 2 Lincoln Center,21,86,10024,1,1
68,4,9,1,2,1,0,moderate,False,LA,True,Cozy Guest Suite with Private Entry,120,90,90004,0,1
69,4,0,1,1,1,0,flexible,False,Boston,True,1br in 2bhk furnished,1,100,02130,1,1
70,3,0,1,2,1,0,flexible,True,NYC,True,Private room with patio,10,98,11206,1,1
71,6,0,0,7,2,0,strict,True,LA,True,OceanViewPenthouse-VenicePeninsula!,10,98,90292,3,4
72,6,0,0,4,2,0,strict,True,NYC,True,Stunning New York Brownstone,3,100,10023,3,3
73,5,0,0,4,1,0,strict,True,NYC,True,Newly renovated amazing 2 bedrooms,25,94,11221,2,3
74,5,0,0,2,1,0,moderate,True,NYC,True,East Village Exposed Brick Studio,2,100,10003.0,1,1
75,4,1,1,4,1,0,flexible,True,Boston,True,Two rooms in Arts & Crafts Bungalow,61,99,02132,2,2
76,4,0,0,2,1,0,moderate,True,SF,True,Bernal/Mission Studio,87,88,94110,0,1
77,4,2,1,1,1,0,strict,True,NYC,True,Bright Spacious Condo,13,95,11211.0,1,1
78,2,1,2,1,1,0,strict,True,NYC,True,Budget friendly Clean Bunk Bed and safe,3,100,10473.0,1,1
79,5,2,0,5,1,0,strict,True,NYC,True,Artist's X-Large 2 Bedroom Loft w/King Bed.,15,97,11249,2,3
80,4,0,1,2,1,0,strict,True,NYC,True,Private Room HK/Theatre District!,206,91,10019,1,1
81,5,1,0,6,2,0,moderate,True,LA,True,Walk Everywhere!! -- Hollywood Home & Garden,26,100,90028,2,3
82,4,0,0,2,1,0,strict,True,LA,True,Charming 50s Mod Apartment,8,100,90019,0,1
83,3,8,1,5,1,0,moderate,False,Chicago,True,Bedroom with bath and large family room.,16,100,60639,1,3
84,4,1,0,2,1,0,strict,True,LA,True,One Perfect LA Location,43,97,91423,1,1
85,4,0,1,2,1,0,strict,True,NYC,True,"HUGE mid-century modern, sunny flat w/ amazing cat",73,95,11238.0,1,1
86,4,0,0,2,1,0,moderate,False,NYC,True,Lovely private studio apartment!,44,94,11217,0,2
87,5,2,0,3,1,0,strict,True,SF,True,Charming large one bedroom apartment,3,100,94110,1,1
88,4,4,0,4,1,0,strict,True,LA,True,Live The L.A Lifestyle - Next2Metro,104,98,90013,0,2
89,5,0,0,5,1,0,strict,True,NYC,True,Beautiful Sunset Park 3 Bedroom,22,95,11232,3,3
90,4,0,0,2,1,0,flexible,False,NYC,True,Bedstu Gallery,16,93,11221,1,1
91,4,0,0,3,1,0,strict,True,LA,True,Pasadena Private Bungalow,47,92,91106,1,2
92,4,0,1,2,1,0,flexible,True,NYC,True,Bright and Charming Heart of HK Apartment,1,100,10019,1,1
93,5,2,0,3,1,0,flexible,False,Boston,True,Bright Modern Apartment in Charlestown with a View,5,100,02129,2,2
94,3,1,1,2,1,0,moderate,True,LA,True,Sage Room,14,99,91803,1,1
95,5,0,0,6,1,0,moderate,True,SF,True,Huge 2 BR Flat in Historic Victorian with PARKING,186,97,94115.0,2,4
96,5,1,0,5,2,0,strict,True,LA,True,Large 3 Bed / 2 Bath House w/ Pool,3,100,91423,3,3
97,4,0,0,4,1,0,strict,True,NYC,True,Luxury Apt. Lots of Natural Light. Train nearby,15,87,11207,1,1
98,4,0,0,2,1,0,flexible,True,NYC,True,Gorgeous large 1 bedroom apt for Aug - Sept.,2,100,10040,1,1
99,4,0,1,1,1,1,strict,True,NYC,True,Private Room in Light-Filled Apt with Gym,34,94,11213,1,1
100,4,5,1,3,1,0,strict,True,SF,True,Queen+twin private room in central location,8,75,94115.0,1,2
101,5,0,0,3,1,0,flexible,True,NYC,True,Charming exposed brick apartment,11,94,10002,1,2
102,4,1,1,2,1,0,strict,True,LA,True,Luxurious Master En-Suite/Hollywood,36,96,90004,1,1
103,4,1,0,6,1,0,moderate,False,NYC,True,Brooklyn Home 3 bdr backyard&parkin,2,90,11229,3,3
104,4,0,1,2,1,0,moderate,True,NYC,True,Large Master Bedroom - Williamsburg,167,89,11249.0,1,1
105,4,0,1,2,1,0,flexible,True,LA,True,MARINA VIEWS - FANTASTIC PLACE,12,98,90292,1,1
106,4,0,1,2,1,0,flexible,True,NYC,True,Sunlit Bedroom in Brooklyn (Clinton Hill/Bedstuy),9,100,11238,1,1
107,5,1,0,6,3,0,strict,True,SF,True,Modern 3 Bedroom SF  View Home,48,99,94114,3,3
108,4,1,1,2,1,0,moderate,True,SF,True,Private Room at Alamo Square,102,95,94117.0,1,1
109,4,0,1,2,1,0,moderate,True,NYC,True,Cozy Bedroom in Bedstuy,2,100,11221,1,1
110,5,1,0,4,1,0,moderate,True,LA,True,Echo Park Home,8,93,90026,2,2
111,5,1,0,4,1,0,moderate,True,DC,True,Chic 2 Bedroom Georgetown Row House,4,100,20007,2,2
112,5,0,0,5,2,0,moderate,True,Boston,True,"Lux 2 Bedroom Apt w/WiFi, Central Boston",3,100,02111,2,3
113,3,0,1,2,2,0,strict,False,LA,True,"A Peaceful Place, Private Room+Bath",23,93,90046,1,1
114,4,0,1,2,1,0,strict,True,NYC,True,Downtown NYC private room,9,91,10002,1,1
115,4,0,0,2,1,0,strict,True,LA,True,Joes Mid Wilshire Studio Apartment Sleeps Four- H7,51,93,90019,0,2
116,4,0,0,2,1,0,moderate,False,NYC,True,Cozy private studio just 3 blocks from subway,43,92,11207,0,1
117,4,10,1,2,1,0,flexible,True,SF,True,Room with Private Bathroom in the Mission!,22,96,94103,1,1
118,5,0,0,8,2,0,strict,True,NYC,True,Central Park Bliss,8,80,10023,1,2
119,3,1,1,1,1,0,flexible,False,LA,True,home away from home,4,90,91331,1,1
120,5,0,1,2,2,0,flexible,True,NYC,True,Cozy apartment in trendy Lower East Side.,1,100,10002.0,1,1
121,5,0,0,2,1,0,flexible,False,NYC,True,Awesome Studio by MCarren Park Williamsburg,2,100,11211.0,0,1
122,5,1,0,2,1,0,strict,True,LA,True,Cozy Cottage across from the Beach,36,99,90265,1,1
123,5,0,0,4,2,0,moderate,True,NYC,True,East Village 2 BR Duplex Apt on Quiet Block,28,99,10009.0,2,3
124,5,1,0,10,3,0,strict,True,LA,True,"Extravagant Villa in South Bay, CA",3,93,90717,4,5
125,4,0,0,4,1,0,moderate,True,LA,True,"Entire 1BD ""Lower"" Apt. Mid-City/LA",126,91,90019,1,2
126,3,0,1,1,1,0,strict,False,NYC,True,Saint Nicholas Apt A,81,91,10027,1,1
127,5,0,0,4,2,0,strict,True,LA,True,On Beach! Near Venice & Santa Monica,26,98,90292,2,2
128,4,0,1,2,1,0,moderate,True,NYC,True,"BRIGHT, CLEAN ROOM in BUSHWICK! BLOCK FROM TRAIN",5,76,11221,1,1
129,4,1,1,2,1,0,strict,True,LA,True,Own bed/bath Best deal in Hollywood,73,98,90068,1,1
130,4,0,1,2,1,0,strict,True,Boston,True,Comfy Room in Harvard Medical Area,1,100,02120,1,1
131,5,0,0,4,1,0,strict,True,SF,True,"Twin Peaks 1BD, 180' Views Getaway!",72,93,94114,1,2
132,4,1,0,4,1,0,strict,True,LA,True,Private-entry Guesthouse / Walk to Universal,38,94,91604,1,3
133,4,1,1,2,1,0,strict,False,NYC,True,Private room near Central Park.,22,95,10035.0,1,1
134,4,0,0,2,1,1,moderate,False,NYC,True,Hell's Kitchen Enclave: a Diamond in the Rough.,44,91,10019,0,1
135,5,0,0,5,1,0,strict,True,LA,True,DTLA DESIGNER SUITE WITH MASSIVE VIEWS,4,100,90015,1,3
136,4,1,1,2,1,0,strict,False,LA,True,Studio 6 Estates- Universal Suite 2,3,100,91604,1,1
137,3,4,2,1,2,0,strict,False,LA,True,PodShare Downtown,40,96,90012,1,1
138,3,0,0,2,1,0,strict,False,Boston,True,Charming comfort 1 BR / Studio,8,93,02135,1,1
139,4,0,0,2,1,0,strict,True,LA,True,Fancy Condo In Hollywood!! LIKE,2,100,90028,0,1
140,7,0,0,4,1,0,strict,False,NYC,True,1br Suite - St Regis Residence Club,9,100,10022,1,2
141,5,1,0,5,2,0,moderate,True,SF,True,Noe Valley Modern View Home,8,100,94114,3,3
142,4,0,1,2,1,0,strict,True,NYC,True,Sunny Williamsburg Sanctuary,17,92,11211.0,1,1
143,4,1,0,4,1,0,strict,True,LA,True,Guest House + Hot Tub WOW!,12,97,91607,1,2
144,4,0,1,2,1,0,flexible,True,NYC,True,Awesome home,1,80,11378,1,2
145,4,0,0,4,1,0,strict,True,SF,True,Cozy & perfectly located 1BR/1BTH - near Downtown,5,92,94102.0,1,2
146,4,0,0,3,1,0,moderate,False,NYC,True,Spacious one bedroom apartment in Williamsburg!,14,97,11249.0,1,1
147,4,0,0,2,1,0,strict,True,LA,True,New Modern Studio Near Downtown/USC,18,98,90018,0,1
148,4,0,0,2,1,0,strict,True,Boston,True,Spacious Studio in Boston's North End/Little Italy,25,90,02113,0,1
149,4,0,1,4,1,0,moderate,True,NYC,True,Cozy Comfy Suite of Rockaway Beach,28,89,11692,1,3
150,5,0,0,2,1,0,moderate,True,LA,True,Hidden Gem: Heart of Santa Monica (and the beach!),3,100,90403,0,1
151,5,4,0,4,1,0,strict,True,LA,True,**SPECTACULAR ARTIST LOFT IN LOS ANGELES**,6,100,90014,1,2
152,4,0,0,2,1,0,moderate,True,NYC,True,Simple living in Upper East Side,17,85,10128,0,1
153,3,0,1,1,1,4,flexible,False,LA,True,Living room for rent,36,90,90028,1,1
154,4,0,0,4,1,0,flexible,False,NYC,True,Hidden Midwood Gem,5,90,11230,1,4
155,3,0,1,2,0,0,moderate,True,LA,True,Cozy PRIVATE Room- WIFI&Parking (21),15,88,90302,1,1
156,4,0,1,2,1,0,flexible,True,NYC,True,"** SoHo: Clean, Safe, Private, Quiet Bedroom",1,100,10012,1,1
157,4,0,1,2,1,0,strict,True,NYC,True,"Beautiful, zen sanctuary on the UES",16,94,10128,1,1
158,5,0,1,2,1,1,strict,True,LA,True,Central Beverly Hills / LA at resonable price!,2,90,90212,1,1
159,5,0,0,3,1,0,moderate,True,NYC,True,Highly Desired LOCATION East V. NYC,23,99,10003.0,1,1
160,5,0,0,5,1,0,moderate,True,SF,True,2bd Beautiful Updated Gem in Mission Dolores,7,100,94110,2,2
161,4,0,1,1,1,0,moderate,True,NYC,True,Quaint & Quiet Room - UWS Apt (105/Broadway),1,100,10025,1,1
162,4,1,1,1,1,0,moderate,False,NYC,True,Cozy Private Room in Bushwick,4,100,11237,1,1
163,4,0,0,2,1,0,moderate,True,NYC,True,Modern studio in Bushwick- Roof deck!,8,100,11206,0,1
164,5,0,0,2,1,0,strict,True,Boston,True,1 Bed: Best Location In The City!,58,98,02108,1,1
165,4,0,1,2,1,0,flexible,True,NYC,True,Room in a spacious apartment.,11,94,10029.0,1,1
166,3,0,1,2,1,0,moderate,True,NYC,True,Large Double Room  Queenbed Wifi,15,92,11216,1,1
167,4,1,1,2,1,0,moderate,True,LA,True,Venice/Marina Studio - 1mi to beach,79,98,90292,1,1
168,4,0,0,4,1,0,strict,True,LA,True,206 Exec Lux 1 Bedroom Near UCLA in WLA prime loc,17,85,90025,1,2
169,4,0,2,7,1,0,strict,True,LA,True,Hollywood Loft With An Office!,2,100,90027,1,2
170,4,0,0,2,1,0,strict,True,NYC,True,Lincoln Center luxury Studio,12,93,10023,0,1
171,6,1,0,8,4,0,moderate,True,LA,True,Modern Moroccan Pool Paradise near WEHO/Bev Center,12,98,90048,4,4
172,4,8,0,3,1,2,strict,True,LA,True,Cozy Cool Guesthouse with Jacuzzi,30,95,91411,1,1
173,5,0,0,6,1,0,strict,True,NYC,True,"2Bedrooms on Park Ave / Sleep 6 / Bright, Quite",1,60,10022,2,3
174,5,0,0,3,1,0,moderate,True,NYC,True,"Large, Comfortable, Bright Chelsea Studio",5,100,10011.0,0,1
175,4,6,1,2,1,0,moderate,True,SF,True,Sunny San Francisco Bed & Bath,123,97,94112,1,1
176,5,1,1,2,1,0,strict,True,NYC,True,Private Floor in SOHO Townhouse,63,94,10013,1,1
177,4,0,1,2,1,0,flexible,True,NYC,True,Room in prime Bed-Stuy Brooklyn! City in 15 mins!,17,93,11206,1,1
178,3,0,1,2,1,0,flexible,False,LA,True,Nice master bedroom... heart of Northridge,2,90,91325,1,2
179,3,0,2,1,2,0,moderate,False,LA,True,Friendly student apartment,4,100,90024,1,1
180,4,0,0,2,1,0,moderate,True,NYC,True,42nd St / Time Square Studio Apt,13,100,10036,0,1
181,3,7,1,2,1,2,moderate,True,DC,True,Yellow Room- Quiet Sunroom  Reuse,70,95,20018,1,2
182,3,1,1,2,1,0,strict,True,DC,True,Beautiful Petworth Rowhouse,78,97,20011,1,1
183,4,1,1,2,1,0,strict,True,SF,True,Beautiful room in the heart of SF,7,95,94117,1,1
184,4,1,1,2,1,0,flexible,False,LA,True,"Lg open suite,pvte access near port",18,94,90731,1,1
185,3,1,1,1,1,0,strict,True,NYC,True,"Bright, sunny, airy room in Victorian TH",8,80,11226,1,1
186,4,3,0,6,1,0,moderate,True,NYC,True,Vibrant Brownstone Penthouse Near Central Park,30,99,10035.0,1,3
187,4,2,1,1,1,0,flexible,True,LA,True,WeHo Private room/jacuzzi tub,1,100,90069,1,1
188,4,0,0,4,1,0,strict,True,DC,True,English Basement in LeDroit / Shaw,54,98,20001,1,1
189,4,1,1,2,1,0,flexible,True,LA,True,Modern Ensuite in Venice Beach w/ free bike rental,27,93,90291,1,1
190,4,0,0,2,1,0,strict,False,SF,True,Inn at the Opera Hotel Room (2),52,95,94102,0,1
191,4,0,1,2,1,0,strict,True,NYC,True,ARTIST HOME WITH GARDEN IN COOL NEIGHBORHOOD!!!,42,95,11206,1,1
192,4,1,1,2,1,0,flexible,True,NYC,True,Huge sunny bedroom with private bathroom,5,100,11221,1,1
193,5,1,0,6,2,0,moderate,True,SF,True,Lake Street Single Family Home,17,96,94118,3,4
194,4,0,1,2,1,0,strict,True,NYC,True,法拉盛中心公寓楼高层,12,90,11355,1,1
195,3,1,1,3,2,0,strict,False,NYC,True,"Cool Room With a Bunk Bed That Can Sleep Three,NYC",31,92,11385,1,1
196,4,0,1,3,1,0,strict,True,NYC,True,PRIME WILLYB!! Sunny Room Queen+Futon off Bedford!,27,88,11249.0,1,2
197,3,1,2,4,1,0,flexible,True,NYC,True,New modern Co-Living / 4,4,100,11216,1,4
198,5,0,0,4,1,0,moderate,True,NYC,True,Large 2BD in Historical Brooklyn,30,92,11205,2,3
199,6,0,0,8,2,0,strict,False,NYC,True,"Lovely 3 Bedroom, 2 Bath Flatiron Area Loft",16,86,10010,3,5
200,5,0,0,2,1,0,moderate,True,NYC,True,Spacious Charming 1BR in the East Village,1,100,10003.0,1,1
201,5,0,0,4,1,0,strict,True,SF,True,"North Beach 2BR, private Roof Deck",5,96,94133,2,4
202,5,2,0,2,1,0,strict,True,Boston,True,Brand New North End Luxurious One Bedroom Condo,7,100,02109,1,2
203,4,0,0,4,1,0,strict,True,LA,True,High End Studio in a Gorgeous Area,9,87,90068,0,2
204,4,0,0,6,1,0,strict,True,LA,True,Hollywood Revival!!!,26,82,90029,2,4
205,4,0,1,2,1,0,moderate,False,NYC,True,Sunny Room in East Williamsburg,75,95,11237.0,1,1
206,5,0,0,4,1,0,flexible,False,NYC,True,2BDR Bohemian Flat above Prospect Park,8,88,11225.0,1,2
207,5,0,0,6,2,0,moderate,True,DC,True,"Modern, Spacious 2 Bedroom Apartment w/ Parking",43,100,20001,2,2
208,3,0,1,1,1,0,moderate,True,NYC,True,Available Room,3,93,11213.0,1,1
209,5,0,0,6,2,0,moderate,True,LA,True,2/2 Walk to UCLA! Westwood Vacation Home w Parking,17,98,90024,2,4
210,5,0,0,2,1,0,strict,False,Boston,True, Getaway in Historic Charlestown,128,95,02129,1,1
211,4,1,1,1,1,0,moderate,True,NYC,True,"Cozy & Bright Room, 15 mins to NYC",60,93,11206,1,1
212,4,0,0,2,1,0,moderate,True,SF,True,Perfect for you in a quiet neighborhood,90,98,94114,1,1
213,4,0,1,2,1,0,strict,True,NYC,True,BRIGHT STYLISH ROOM 1 BLOCK TO SUBWAY,52,96,11216,1,1
214,4,0,0,3,1,0,strict,True,Boston,True,Chic 1BR in Downtown Boston,15,94,02110,1,2
215,4,0,1,2,1,0,moderate,False,NYC,True,Jolly Bedroom! 3 minute walk to Astoria Ditmars!,1,100,11105,1,1
216,5,1,0,4,2,0,strict,True,LA,True,Palisades Bluff Home with views!!,11,93,90272,3,3
217,5,0,0,6,2,0,strict,False,LA,True,"2 BEDROOMS APARTMENT, 3 Queen Beds at the beach!!",22,95,90292,2,3
218,4,4,0,2,1,0,strict,True,NYC,True,Gorgeous Bright 800 sqft Loft,14,97,11206.0,1,1
219,5,4,0,4,2,0,moderate,True,Chicago,True,Split-Level Artist Loft,18,95,60642,2,2
220,4,1,1,3,1,0,moderate,True,SF,True,"Convenient, quiet, private!",254,95,94107,0,1
221,4,0,1,2,1,0,strict,True,NYC,True,Room in Warm Cozy Apartment,21,93,11206,1,1
222,5,1,0,10,3,0,moderate,True,LA,True,5 bd 3 bth Sleeps 10+ Pool n Spa,7,97,91741,5,5
223,4,0,1,2,1,0,strict,True,NYC,True,"Main Room in the middle of LES, SoHo",4,95,10002,1,1
224,4,0,0,2,1,0,moderate,True,NYC,True,Great Studio in the heart of Harlem,135,93,10027,0,1
225,5,0,0,4,1,0,moderate,True,LA,True,Villa close to the Lake,29,99,90039,2,2
226,4,8,0,2,1,0,moderate,True,LA,True,Secluded Spot in Mt. Washington,42,91,90065,0,1
227,4,0,0,2,1,0,moderate,True,LA,True,Beautiful 1950's style apartment,7,91,91604,1,1
228,5,0,0,4,1,0,strict,False,NYC,True,BEAUTIFUL Hell's Kitchen 2 Bdrm Apt,13,93,10019,2,2
229,4,1,1,2,1,0,moderate,True,DC,True,Sunny Rowhouse in Historic DC,12,93,20011,1,1
230,4,0,1,2,1,0,strict,True,NYC,True,Chez Carine - Privacy in Manhattan,64,91,10027,1,1
231,4,0,1,1,1,0,moderate,True,NYC,True,Serene atmosphere in Manhattan,10,90,10034,1,1
232,5,4,0,4,1,0,moderate,True,NYC,True,Beautiful Sunlit Retreat,44,99,10030,1,2
233,3,1,1,1,2,0,flexible,True,DC,True,Benning Road Abode,2,100,20019,1,1
234,5,0,0,8,2,0,strict,True,SF,True,Private Quarters in Luxury Home,54,94,94134,2,4
235,5,0,0,4,2,0,strict,True,NYC,True,Island Style Garden Suite,36,98,11216,2,2
236,5,1,0,6,1,0,strict,True,LA,True,"BRAND NEW 2bed/1bath House, Clean, Central, Airy",14,99,90018,2,2
237,4,0,1,2,1,0,strict,True,NYC,True,Large Sunny Bedroom Steps to Subway & Central Park,6,100,10029.0,1,1
238,4,0,1,1,1,0,strict,True,Chicago,True,Art-Filled Vintage Ukrainian Village Private Room,18,99,60622,1,1
239,4,2,0,6,2,0,moderate,True,Chicago,True,Gorgeous South Loop / Downtown Loft! 2 BR (415),29,96,60605,2,4
240,5,0,0,2,1,0,moderate,True,NYC,True,Great location in midtown.,19,96,10016,1,1
241,5,0,0,2,1,0,strict,True,NYC,True,Cozy studio located in chelsea,4,90,10011.0,0,1
242,5,1,0,4,1,0,flexible,True,LA,True,CHARMING MODERN SPANISH 2BR IN FANTASTIC LOCATION,6,100,90016,2,2
243,4,0,0,3,1,0,strict,True,NYC,True,DOMINIQUE'S NY CHIC  MINI-SUITE-wifi/metro/sleeps3,11,94,10475,1,2
244,4,0,1,1,2,0,strict,True,NYC,True,LOFTED BED IN HUGE LOFT IN TRENDY BUSHWICK :):),24,96,11237.0,1,1
245,5,0,0,2,1,0,flexible,True,NYC,True,Spacious and calm studio ; great location,43,92,10011.0,1,1
246,4,0,1,2,1,0,flexible,False,DC,True,Amazin cozy bedroom with private bathroom,28,96,20010,1,1
247,3,0,1,2,1,3,moderate,True,NYC,True,A Touch of Modern in Cultural NYC,1,100,10031,1,1
248,4,0,0,4,1,0,strict,True,NYC,True,New and Cozy 1 BR Apt in Carroll Gardens !,25,89,11231.0,1,2
249,4,0,1,2,1,2,moderate,True,NYC,True,Amazing water view from midtown apt,3,100,10016,1,1
